is_spam,text
1,Warning Your phone location data reveal you leave your property X time on 29/03/20 at 09:62 and travel 7.8km .GOV.FINE.R1350 http://tiny.cc/ooq9lz
0,i went yesterday leh... No money liao... ├£ going?
0,Dun care em la. Jus continue playing ur way
0,Who's there say hi to our drugdealer
0, window slides down automatically
1,hurry golden chance for today  tmrw  bhk from l only  on spot booking discount upto l on  march  top developer noida ext  call fast 
1,RMO Girls Games Club You still have X credit to get game at http://maxis.ggc.8elements.mobi Are you sure you want to stop Reply STOP GGC if you wish to proceed
1,hi rajeshwari   here is a funny baraat video  httpbitlybaraat  courier services for internationaldtdc   b m g international   rating meerut city     nilesh biyani   ratings bachcha park      dtdc courier  cargo ltd   ratings garh rd meerut     sure solution services meerut cantt    dtdc couriers   rating pallav puram phase   click here to download jd app now httpjsdlinapps
1,"Dear Customer, your feedback on overall banking experience with Al Baraka Bank (Pakistan) Limited is requested, please visit: https://bit.ly/3Ju39Ud"
0,Haha nvm lah pi pi feng tou lol... I go eat wif my mum then tml alsocan see u for lunch! Lol... any lunch u wanna eat lol...
0,Er yep sure. Props?
1,chittosho hero special offer  fin on cbz xtreme insurance free on spl pro  spl classic valid on cash  fin pls cont     
0,Ahh not today... at camp lol
1,offer get mb g data instead of mb for  days rs  offer not applicabledial  to activate
1,HI IS THERE ANY 1? IM NESH AGE 23F. KL. ANY 1 CARE 4 CHAT?
1,never again get  off on milk everyday delivery in morning at your doorstepstc apply httpqwrinuky  click
1,ola store now in gurgaon download the app httpbitlyjkmus  apply coupon code store to get a  off on grocery shopping offer valid on first order
1,We Guarantee to provide low Air Fare or else We pay u double of the difference Hurry Book now http://rrj.nu/HHZC-46N
1,reduced fatigue enhancedsleepquality thai humingbird spa salon  massages frmrs get anymassage rs by young glamorousthaitherapist
0,please let me know ur availability for 10 min call today
0,"Hey chuan wah, can I have your sch, acad prog/year, emergency contactperson and number?"
0,Lol oh yeah. Haha wait till tmr you remember to bring your hard disk first. XD
0,Huh >< but I don't come back to hostel today anyway! >< I reallycan't finish my hw if I go!
0,U call for?
0,"Hey, what u need ar? Name, NRIC and mobile num?"
1,celebrate bond of love  protection this bhai dooj spread the festive joy to your siblings with amazing gifts from amodadeals download app now googlgxfxe
0,Yea u got till before army. My bench barely  <#> kg Sianz improve v slow
1,last day  join  year gym membership  offer valid for today only th march emi option also available  talwalkars gym ludhiana  
1,diwali spl offer  get gb g internet pack costing rs just  for  bill cyclesto activate sms promogspace to  sms now hurry
0,I have 1 minute of footage on my comp can try edit later
1,full body thai massage by expert new female staff golden heritage spa nd flor r kay mall panchwati udaipur   
0,ROM stands for read only memory lor. but rom bash i not sure
0,6 since Fabian ends at 6. I'll be outside lt <#>  later
0,Yep!! more like brunch Lol
1,win cash prize upto   and help in catching tax evaders simple upload the bill of your purchase through dvatbill app download the app now from playstore or appstore  win prize and contribute to development of delhi
1,thomas cook march offer  upto rs   off on andaman  kashmir  ladakh flight incl winter and summer holidays call  now hurry  limited seats
1,NHS You be now eligible to apply for your NHS COVID Pass Failure to apply may result in a fine You can apply for this here at http://get-nhs pass.com
1,trade with minimum  lots in mcx market  make profit rs min  lac in intraday sure shot call for tips call now at  wwwbalajicorporationco
0, dont do the seen plus ignore scene dude 
0,Dad ist goot! I just want to shleep
0,I not at home now lei...
0,Ah finally here :(
1,Dear Customer Your PTM eKYC have be expire today please call customer care no XXXXXXXXXX immediately your PT M account Blocked 24hrs THANK YOU
1,dear customer get discount vouchers from lenskart faasos yepme  abof to avail  visit offer tab in netbanking by  may click bitlyqncz tc
0,i like when you send multi pics in one email-it makes it easier for me to open them cuz i can click download all...she looks mad @ u in the 1 w/shay
0,Next week ocs yes
1,Open Zero Balance Kotak XXX Savings Account http://bit.ly/ 2GWUPYX Get Assured Cashbacks With Kotak XXX http://bit.ly/ 2GWUPYX
1,special g offer  guna internet milega gb g data  days on bc mb turant  mb  ghante baaddial  to activate
0,How do college professors speak desi English: 1. Don't talk in front of my back... 2. Both of you three get out of the class... 3. Why are you so late? Say yes or no... 4. Take five c.m. copper wire of any length... 5. I have two daughters. Both of them a
1,Get Rs.25000 X interest and use anywhere XX off on medicine free doctor consultation anytime Get dhani one freedom card in X min http://1kx.in/kjWybC
0,GD GD. Go take a rest n ur Med. :-)
0,"Hey, Nishanth here.. catch you soon!"
0,But it's the same thing over and over again.leh. Even the boss doesnt change.
0,Haha thanx... I dun tink i can join ├╝ lah... Got match then
0,Haha it's alright!
0,Okay thanks. Free go run in sch liao. My last sem leh. Haha.
1,PLOTS @ 15LAC on 9Hole Golf Course SUPERTECH prsnts UP COUNTRY II Yamuna X-Way NOIDA Limited Plots 100/150/200sqyd offer till 18Mar SMS SK to 56677 
1,get  cashback at reliance digital stores with your sbi card min trxn rs max cashback rs also valid on emi trxn validity jan tc
1,Offer: 5 Lac Bulk SMS 2.5 Paisa/SMS   10 Lac Bulk SMS 2 Paisa/SMS. Database FREE   Limited Offer   Visit Website & Register: www.nimbusitsolutions.com 
1,buy  body massage  rsonly casa blanca spa  salon sohna roadggnluxury rooms with steam  shower n trained therapists call
0,If it is still open will he be interested?
1,your mobile number is registered with multiple subscriber idsplease call our helpline on    or send addspacesub idspace pack keyword to 
0,Tiwary to rcb.battle between bang and kochi.
1,Congratulations Jennifer we try to reach you regard the Easter PRIZE from JB HIFI ├ó┬Ç┬ô Claim it now 7m1o.club/EsKZ
0,Rarely check messenger inbox
0,Haiz... U ah... Den u not comin home 4 dinner...
0,Hey when is the fyp report  due?
1, off on medicines  free home delivery for android users of smartmedic app httpbitlypukoh  ios  others wwwsmartmedicin call code
1,dearrelianceone member  summer offer buy  get  free on select footwear payless americas largest family shoe store oberon mall nd floorvalid till may tc
1,AT T Free Msg Apologies for the signal issue on Sept XX GEORGE Here 's a symbolic reimbursement t2smz.info/blqEiimlwl
1,shop for amazing mobile accessories starting  just rs use coupon ebaysmsbb here httpgoogllsey  get flat rs off coupon applicable site wide
0,am coming to you
1,"Here are some latest pictures of the legendary actress of Pakistan Veena Malick with her kids! For details, click the link: http://l.jazzmobilemag.pk/Q9mmZRo/595e"
0,Still very tired your sister have ask you something?
1,download our free app to get your confirmation offline www booking com freeapp kpixsnul
0,"Haha :$ haha if don't intro I won't visit you de, but srsly wonderwhat your mum will think of me haha oh no! Hmm what thing? Save now?From my pocket money, whatever I save now is not going to be enoughfor one month in the real world! Heehee okay i'm going to sleep,goodnight ryan^^v"
1,Important update about your luno account need an upgrade to prevent wallet deactivation Tap http://bit.ly/2QIMO2d and secure your wallet
1,dear relianceone member  reliance trends end of season sale is back get flat  off  rs coupon on shopping rs   cashback on sbi creditcardtc
0,I swimming at tampines. Okay I dun mind weds watch?
0,Apparently someone's doing a thing on conlangs monday.. huh
0,R the yr4s leaving anytime soon?...i got eg lecture at  <#> ...haha....
0,Yunny i'm walking in citylink now ? faster come down... Me very hungry...
0,s place ar...
1,Dear customer your PATMKCY haas be expired It 's will be block within XX hour please contact customer Care ph ... XXXXXXXXXX immediately to verify
1,Pakistan Day Sale LIKE NEVER BEFORE! Up to 30% OFF on Cambridge HOT SELLING products! Available In-Stores & Online:  http://bit.ly/3TmscNK To block promotions from CAMBRIDGE send UNSUB to 8764656
1,Dear customer your SBI bank account have be suspend for KYC please complete your KYC XX min click here link http://96ba8af8ae68.ngrok.io /sbibank
0,"sorry sir, i just got disconnected "
0,Beautiful shot. Now move on. In the shadows
0,"No u use the balance to pay plus your own. Then the rest, we payourselves. English always first paper de. Wahahaha. I kidding onlylah."
1,DVLA We recalculate your vehicle tax for XXXX We owe you ├é┬ú 108.69 due to over payment Click secure link http://dvla.refunds.simplechile.com to claim
1,talktime  data  local minutes pack par discounts and more jaane keliye download kare free vodafone app click kare  httpgooglgnmywg
0,Any other day oso can la....haha...wat u mean i queue for u all?...
1,mb gg daysfor data balance dial  unlimited song download on wynk music httpwynkinmu save big at airtelinmyairtelshare gg data pack for freemissed call to tollfree free music on airtelclick httpwynkinmumb
1,dear customer  get additional  cashback on large appliances at flipkart with icici bank internet banking offer till mar dtls at googlrcmebv tnc
0,No need lah. I will try again with e one i bought.
1,Your OlaMoney Wallet have be Inactive.Activate it now to enjoy the perk and start avail great offers.Click http://hello.ola.app/ reactivate
0,"St andre, virgil's cream"
1,republic day offer buy arto pack of  bedsheet   call to order use coupon code  to get additional  off exclusive on shopcj
1,PAYTM Dear Customer Your Paytm Kyc Has Been Expire Please Contact Customer care No XXXXXXXXXX Immediately Your Paytm Account Will Be Blocked Within 24hrs
1,hi meet  you are eligible for a fuel saver card with benefits like free fuel x reward points cash back etc click httpsgooglxywjjgto apply online
1,pay your amount of 5000.00 before XX-XX-XXXX to avoid any overdue charge which might affect your credit score and your image for next reloan.GSBpay your amount of 5000.00 before XX-XX-XXXX to avoid any overdue charge which might affect your credit score and your image for next reloan.GSB
1,special  offerrc rs talktime get full tt of rs  on recharge of rs  extra rs tt will be credited in hrstc applyoffer valid till st may
1,RMO CASE RESOLVED Rebate of RM73.034 for case ID X-XXXXXXXXXXXX have be credit to your account on 01/11/19 and it will be reflect in your next bill Sincerely Team Celcom
1,vodafone dhamaka erecharge par  rs local  std minutes days offer valid till  aprilclick vodafone app httpgooglivpcak
0,Yup i thk they r e teacher said that will make my face look longer. Darren ask me not 2 cut too short.
0,"Okay, how am I able to issue an invoice under astronomy club's nameto charge the school? Is there any ways?"
0,U wake up already? Wat u doing? U picking us up later rite? I'm taking sq825
0,tink now nobody really doin it rite?
1,Tue XX Jul 12:25 pm myGov Security Your security code be XXXXXX If this be not you contact the myGov help desk on XXX XXX Do not reply by SMS Message reference SV001
